,center,left,right,angle,speed
1620,center_2022_04_10_12_46_19_434.jpg,left_2022_04_10_12_46_19_434.jpg,right_2022_04_10_12_46_19_434.jpg,-0.5000001,30.06989
1621,center_2022_04_10_12_46_19_502.jpg,left_2022_04_10_12_46_19_502.jpg,right_2022_04_10_12_46_19_502.jpg,-0.7,29.8205
1622,center_2022_04_10_12_46_19_569.jpg,left_2022_04_10_12_46_19_569.jpg,right_2022_04_10_12_46_19_569.jpg,0.0,29.61386
1623,center_2022_04_10_12_46_19_636.jpg,left_2022_04_10_12_46_19_636.jpg,right_2022_04_10_12_46_19_636.jpg,0.0,29.90298
1624,center_2022_04_10_12_46_19_703.jpg,left_2022_04_10_12_46_19_703.jpg,right_2022_04_10_12_46_19_703.jpg,-0.05,29.78569
1625,center_2022_04_10_12_46_19_771.jpg,left_2022_04_10_12_46_19_771.jpg,right_2022_04_10_12_46_19_771.jpg,-0.2,29.44035
1626,center_2022_04_10_12_46_19_840.jpg,left_2022_04_10_12_46_19_840.jpg,right_2022_04_10_12_46_19_840.jpg,-0.4,29.27801
1627,center_2022_04_10_12_46_19_907.jpg,left_2022_04_10_12_46_19_907.jpg,right_2022_04_10_12_46_19_907.jpg,-0.5500001,29.13443
1628,center_2022_04_10_12_46_19_975.jpg,left_2022_04_10_12_46_19_975.jpg,right_2022_04_10_12_46_19_975.jpg,0.0,28.90226
1629,center_2022_04_10_12_46_20_045.jpg,left_2022_04_10_12_46_20_045.jpg,right_2022_04_10_12_46_20_045.jpg,0.0,28.6945
1630,center_2022_04_10_12_46_20_114.jpg,left_2022_04_10_12_46_20_114.jpg,right_2022_04_10_12_46_20_114.jpg,0.05,29.18429
1631,center_2022_04_10_12_46_20_183.jpg,left_2022_04_10_12_46_20_183.jpg,right_2022_04_10_12_46_20_183.jpg,0.25,30.37331
1632,center_2022_04_10_12_46_20_250.jpg,left_2022_04_10_12_46_20_250.jpg,right_2022_04_10_12_46_20_250.jpg,0.4,30.35302
1633,center_2022_04_10_12_46_20_317.jpg,left_2022_04_10_12_46_20_317.jpg,right_2022_04_10_12_46_20_317.jpg,0.0,30.27463
1634,center_2022_04_10_12_46_20_384.jpg,left_2022_04_10_12_46_20_384.jpg,right_2022_04_10_12_46_20_384.jpg,0.0,30.18497
1635,center_2022_04_10_12_46_20_452.jpg,left_2022_04_10_12_46_20_452.jpg,right_2022_04_10_12_46_20_452.jpg,0.0,30.19912
1636,center_2022_04_10_12_46_20_519.jpg,left_2022_04_10_12_46_20_519.jpg,right_2022_04_10_12_46_20_519.jpg,0.1,30.23487
1637,center_2022_04_10_12_46_20_585.jpg,left_2022_04_10_12_46_20_585.jpg,right_2022_04_10_12_46_20_585.jpg,0.25,30.26103
1638,center_2022_04_10_12_46_20_654.jpg,left_2022_04_10_12_46_20_654.jpg,right_2022_04_10_12_46_20_654.jpg,0.4,30.18049
1639,center_2022_04_10_12_46_20_722.jpg,left_2022_04_10_12_46_20_722.jpg,right_2022_04_10_12_46_20_722.jpg,0.0,30.16437
1640,center_2022_04_10_12_46_20_790.jpg,left_2022_04_10_12_46_20_790.jpg,right_2022_04_10_12_46_20_790.jpg,0.15,30.15194
1641,center_2022_04_10_12_46_20_857.jpg,left_2022_04_10_12_46_20_857.jpg,right_2022_04_10_12_46_20_857.jpg,0.35,30.15251
1642,center_2022_04_10_12_46_20_925.jpg,left_2022_04_10_12_46_20_925.jpg,right_2022_04_10_12_46_20_925.jpg,0.5000001,30.14814
1643,center_2022_04_10_12_46_20_992.jpg,left_2022_04_10_12_46_20_992.jpg,right_2022_04_10_12_46_20_992.jpg,0.6500001,30.12999
1644,center_2022_04_10_12_46_21_060.jpg,left_2022_04_10_12_46_21_060.jpg,right_2022_04_10_12_46_21_060.jpg,0.8500001,30.10686
1645,center_2022_04_10_12_46_21_129.jpg,left_2022_04_10_12_46_21_129.jpg,right_2022_04_10_12_46_21_129.jpg,1.0,30.09409
1646,center_2022_04_10_12_46_21_199.jpg,left_2022_04_10_12_46_21_199.jpg,right_2022_04_10_12_46_21_199.jpg,1.0,30.1125
1647,center_2022_04_10_12_46_21_266.jpg,left_2022_04_10_12_46_21_266.jpg,right_2022_04_10_12_46_21_266.jpg,1.0,30.12811
1648,center_2022_04_10_12_46_21_335.jpg,left_2022_04_10_12_46_21_335.jpg,right_2022_04_10_12_46_21_335.jpg,0.0,30.18856
1649,center_2022_04_10_12_46_21_403.jpg,left_2022_04_10_12_46_21_403.jpg,right_2022_04_10_12_46_21_403.jpg,0.0,30.16724
1650,center_2022_04_10_12_46_21_469.jpg,left_2022_04_10_12_46_21_469.jpg,right_2022_04_10_12_46_21_469.jpg,0.0,30.17827
1651,center_2022_04_10_12_46_21_537.jpg,left_2022_04_10_12_46_21_537.jpg,right_2022_04_10_12_46_21_537.jpg,0.05,30.18996
1652,center_2022_04_10_12_46_21_605.jpg,left_2022_04_10_12_46_21_605.jpg,right_2022_04_10_12_46_21_605.jpg,0.2,30.1891
1653,center_2022_04_10_12_46_21_672.jpg,left_2022_04_10_12_46_21_672.jpg,right_2022_04_10_12_46_21_672.jpg,0.35,30.17292
1654,center_2022_04_10_12_46_21_739.jpg,left_2022_04_10_12_46_21_739.jpg,right_2022_04_10_12_46_21_739.jpg,0.5500001,30.14536
1655,center_2022_04_10_12_46_21_807.jpg,left_2022_04_10_12_46_21_807.jpg,right_2022_04_10_12_46_21_807.jpg,0.7,30.12536
1656,center_2022_04_10_12_46_21_874.jpg,left_2022_04_10_12_46_21_874.jpg,right_2022_04_10_12_46_21_874.jpg,0.0,30.17889
1657,center_2022_04_10_12_46_21_941.jpg,left_2022_04_10_12_46_21_941.jpg,right_2022_04_10_12_46_21_941.jpg,0.0,30.18843
1658,center_2022_04_10_12_46_22_008.jpg,left_2022_04_10_12_46_22_008.jpg,right_2022_04_10_12_46_22_008.jpg,0.0,30.18982
1659,center_2022_04_10_12_46_22_078.jpg,left_2022_04_10_12_46_22_078.jpg,right_2022_04_10_12_46_22_078.jpg,0.0,30.19023
1660,center_2022_04_10_12_46_22_145.jpg,left_2022_04_10_12_46_22_145.jpg,right_2022_04_10_12_46_22_145.jpg,0.0,30.19041
1661,center_2022_04_10_12_46_22_213.jpg,left_2022_04_10_12_46_22_213.jpg,right_2022_04_10_12_46_22_213.jpg,0.0,30.19025
1662,center_2022_04_10_12_46_22_282.jpg,left_2022_04_10_12_46_22_282.jpg,right_2022_04_10_12_46_22_282.jpg,0.0,30.19013
1663,center_2022_04_10_12_46_22_349.jpg,left_2022_04_10_12_46_22_349.jpg,right_2022_04_10_12_46_22_349.jpg,0.0,30.19037
1664,center_2022_04_10_12_46_22_418.jpg,left_2022_04_10_12_46_22_418.jpg,right_2022_04_10_12_46_22_418.jpg,0.0,30.19027
1665,center_2022_04_10_12_46_22_485.jpg,left_2022_04_10_12_46_22_485.jpg,right_2022_04_10_12_46_22_485.jpg,0.0,30.19028
1666,center_2022_04_10_12_46_22_552.jpg,left_2022_04_10_12_46_22_552.jpg,right_2022_04_10_12_46_22_552.jpg,0.0,30.19028
1667,center_2022_04_10_12_46_22_620.jpg,left_2022_04_10_12_46_22_620.jpg,right_2022_04_10_12_46_22_620.jpg,0.0,30.19036
1668,center_2022_04_10_12_46_22_689.jpg,left_2022_04_10_12_46_22_689.jpg,right_2022_04_10_12_46_22_689.jpg,0.0,30.19045
1669,center_2022_04_10_12_46_22_759.jpg,left_2022_04_10_12_46_22_759.jpg,right_2022_04_10_12_46_22_759.jpg,0.0,30.19033
1670,center_2022_04_10_12_46_22_826.jpg,left_2022_04_10_12_46_22_826.jpg,right_2022_04_10_12_46_22_826.jpg,0.15,30.18417
1671,center_2022_04_10_12_46_22_895.jpg,left_2022_04_10_12_46_22_895.jpg,right_2022_04_10_12_46_22_895.jpg,0.3,30.16915
1672,center_2022_04_10_12_46_22_964.jpg,left_2022_04_10_12_46_22_964.jpg,right_2022_04_10_12_46_22_964.jpg,0.0,30.18986
1673,center_2022_04_10_12_46_23_034.jpg,left_2022_04_10_12_46_23_034.jpg,right_2022_04_10_12_46_23_034.jpg,0.0,30.19008
1674,center_2022_04_10_12_46_23_104.jpg,left_2022_04_10_12_46_23_104.jpg,right_2022_04_10_12_46_23_104.jpg,0.0,30.19022
1675,center_2022_04_10_12_46_23_172.jpg,left_2022_04_10_12_46_23_172.jpg,right_2022_04_10_12_46_23_172.jpg,0.0,30.19025
1676,center_2022_04_10_12_46_23_241.jpg,left_2022_04_10_12_46_23_241.jpg,right_2022_04_10_12_46_23_241.jpg,0.0,30.19034
1677,center_2022_04_10_12_46_23_309.jpg,left_2022_04_10_12_46_23_309.jpg,right_2022_04_10_12_46_23_309.jpg,0.1,30.18789
1678,center_2022_04_10_12_46_23_378.jpg,left_2022_04_10_12_46_23_378.jpg,right_2022_04_10_12_46_23_378.jpg,0.3,30.16942
1679,center_2022_04_10_12_46_23_447.jpg,left_2022_04_10_12_46_23_447.jpg,right_2022_04_10_12_46_23_447.jpg,0.45,30.15166
1680,center_2022_04_10_12_46_23_515.jpg,left_2022_04_10_12_46_23_515.jpg,right_2022_04_10_12_46_23_515.jpg,0.0,30.18654
1681,center_2022_04_10_12_46_23_584.jpg,left_2022_04_10_12_46_23_584.jpg,right_2022_04_10_12_46_23_584.jpg,0.0,30.1897
1682,center_2022_04_10_12_46_23_655.jpg,left_2022_04_10_12_46_23_655.jpg,right_2022_04_10_12_46_23_655.jpg,0.15,30.18738
1683,center_2022_04_10_12_46_23_724.jpg,left_2022_04_10_12_46_23_724.jpg,right_2022_04_10_12_46_23_724.jpg,0.35,30.16692
1684,center_2022_04_10_12_46_23_791.jpg,left_2022_04_10_12_46_23_791.jpg,right_2022_04_10_12_46_23_791.jpg,0.5000001,30.14806
1685,center_2022_04_10_12_46_23_859.jpg,left_2022_04_10_12_46_23_859.jpg,right_2022_04_10_12_46_23_859.jpg,0.7,30.12276
1686,center_2022_04_10_12_46_23_928.jpg,left_2022_04_10_12_46_23_928.jpg,right_2022_04_10_12_46_23_928.jpg,0.8500001,30.10645
1687,center_2022_04_10_12_46_23_997.jpg,left_2022_04_10_12_46_23_997.jpg,right_2022_04_10_12_46_23_997.jpg,0.0,30.16443
1688,center_2022_04_10_12_46_24_064.jpg,left_2022_04_10_12_46_24_064.jpg,right_2022_04_10_12_46_24_064.jpg,0.0,30.17557
1689,center_2022_04_10_12_46_24_133.jpg,left_2022_04_10_12_46_24_133.jpg,right_2022_04_10_12_46_24_133.jpg,0.0,30.18361
1690,center_2022_04_10_12_46_24_200.jpg,left_2022_04_10_12_46_24_200.jpg,right_2022_04_10_12_46_24_200.jpg,0.0,30.18922
1691,center_2022_04_10_12_46_24_268.jpg,left_2022_04_10_12_46_24_268.jpg,right_2022_04_10_12_46_24_268.jpg,0.0,30.19012
1692,center_2022_04_10_12_46_24_338.jpg,left_2022_04_10_12_46_24_338.jpg,right_2022_04_10_12_46_24_338.jpg,0.0,30.19042
1693,center_2022_04_10_12_46_24_405.jpg,left_2022_04_10_12_46_24_405.jpg,right_2022_04_10_12_46_24_405.jpg,0.0,30.19026
1694,center_2022_04_10_12_46_24_476.jpg,left_2022_04_10_12_46_24_476.jpg,right_2022_04_10_12_46_24_476.jpg,0.0,30.19029
1695,center_2022_04_10_12_46_24_545.jpg,left_2022_04_10_12_46_24_545.jpg,right_2022_04_10_12_46_24_545.jpg,0.0,30.19027
1696,center_2022_04_10_12_46_24_611.jpg,left_2022_04_10_12_46_24_611.jpg,right_2022_04_10_12_46_24_611.jpg,0.0,30.19038
1697,center_2022_04_10_12_46_24_678.jpg,left_2022_04_10_12_46_24_678.jpg,right_2022_04_10_12_46_24_678.jpg,0.0,30.1903
1698,center_2022_04_10_12_46_24_747.jpg,left_2022_04_10_12_46_24_747.jpg,right_2022_04_10_12_46_24_747.jpg,-0.1,30.18782
1699,center_2022_04_10_12_46_24_815.jpg,left_2022_04_10_12_46_24_815.jpg,right_2022_04_10_12_46_24_815.jpg,-0.25,30.1749
1700,center_2022_04_10_12_46_24_884.jpg,left_2022_04_10_12_46_24_884.jpg,right_2022_04_10_12_46_24_884.jpg,0.0,30.18998
1701,center_2022_04_10_12_46_24_952.jpg,left_2022_04_10_12_46_24_952.jpg,right_2022_04_10_12_46_24_952.jpg,0.0,30.18936
1702,center_2022_04_10_12_46_25_019.jpg,left_2022_04_10_12_46_25_019.jpg,right_2022_04_10_12_46_25_019.jpg,0.0,30.18999
1703,center_2022_04_10_12_46_25_086.jpg,left_2022_04_10_12_46_25_086.jpg,right_2022_04_10_12_46_25_086.jpg,-0.15,30.18581
1704,center_2022_04_10_12_46_25_154.jpg,left_2022_04_10_12_46_25_154.jpg,right_2022_04_10_12_46_25_154.jpg,-0.3,30.17127
1705,center_2022_04_10_12_46_25_222.jpg,left_2022_04_10_12_46_25_222.jpg,right_2022_04_10_12_46_25_222.jpg,-0.5000001,30.14679
1706,center_2022_04_10_12_46_25_290.jpg,left_2022_04_10_12_46_25_290.jpg,right_2022_04_10_12_46_25_290.jpg,-0.6500001,30.1113
1707,center_2022_04_10_12_46_25_358.jpg,left_2022_04_10_12_46_25_358.jpg,right_2022_04_10_12_46_25_358.jpg,0.0,30.16741
1708,center_2022_04_10_12_46_25_425.jpg,left_2022_04_10_12_46_25_425.jpg,right_2022_04_10_12_46_25_425.jpg,0.0,30.16778
1709,center_2022_04_10_12_46_25_493.jpg,left_2022_04_10_12_46_25_493.jpg,right_2022_04_10_12_46_25_493.jpg,0.1,30.24347
1710,center_2022_04_10_12_46_25_560.jpg,left_2022_04_10_12_46_25_560.jpg,right_2022_04_10_12_46_25_560.jpg,0.3,29.96234
1711,center_2022_04_10_12_46_25_626.jpg,left_2022_04_10_12_46_25_626.jpg,right_2022_04_10_12_46_25_626.jpg,0.45,30.1031
1712,center_2022_04_10_12_46_25_697.jpg,left_2022_04_10_12_46_25_697.jpg,right_2022_04_10_12_46_25_697.jpg,0.6500001,29.71728
1713,center_2022_04_10_12_46_25_763.jpg,left_2022_04_10_12_46_25_763.jpg,right_2022_04_10_12_46_25_763.jpg,0.0,30.03959
1714,center_2022_04_10_12_46_25_833.jpg,left_2022_04_10_12_46_25_833.jpg,right_2022_04_10_12_46_25_833.jpg,0.0,30.11669
1715,center_2022_04_10_12_46_25_900.jpg,left_2022_04_10_12_46_25_900.jpg,right_2022_04_10_12_46_25_900.jpg,0.0,30.11673
1716,center_2022_04_10_12_46_25_967.jpg,left_2022_04_10_12_46_25_967.jpg,right_2022_04_10_12_46_25_967.jpg,0.0,30.12089
1717,center_2022_04_10_12_46_26_035.jpg,left_2022_04_10_12_46_26_035.jpg,right_2022_04_10_12_46_26_035.jpg,0.0,30.10772
1718,center_2022_04_10_12_46_26_101.jpg,left_2022_04_10_12_46_26_101.jpg,right_2022_04_10_12_46_26_101.jpg,0.0,29.75575
1719,center_2022_04_10_12_46_26_170.jpg,left_2022_04_10_12_46_26_170.jpg,right_2022_04_10_12_46_26_170.jpg,0.0,30.098
1720,center_2022_04_10_12_46_26_238.jpg,left_2022_04_10_12_46_26_238.jpg,right_2022_04_10_12_46_26_238.jpg,0.0,29.85134
1721,center_2022_04_10_12_46_26_306.jpg,left_2022_04_10_12_46_26_306.jpg,right_2022_04_10_12_46_26_306.jpg,0.0,29.94011
1722,center_2022_04_10_12_46_26_374.jpg,left_2022_04_10_12_46_26_374.jpg,right_2022_04_10_12_46_26_374.jpg,0.1,30.04951
1723,center_2022_04_10_12_46_26_442.jpg,left_2022_04_10_12_46_26_442.jpg,right_2022_04_10_12_46_26_442.jpg,0.3,30.25549
1724,center_2022_04_10_12_46_26_510.jpg,left_2022_04_10_12_46_26_510.jpg,right_2022_04_10_12_46_26_510.jpg,0.45,29.94308
1725,center_2022_04_10_12_46_26_579.jpg,left_2022_04_10_12_46_26_579.jpg,right_2022_04_10_12_46_26_579.jpg,0.6500001,30.08462
1726,center_2022_04_10_12_46_26_647.jpg,left_2022_04_10_12_46_26_647.jpg,right_2022_04_10_12_46_26_647.jpg,0.8000001,29.83105
1727,center_2022_04_10_12_46_26_714.jpg,left_2022_04_10_12_46_26_714.jpg,right_2022_04_10_12_46_26_714.jpg,0.0,29.94133
1728,center_2022_04_10_12_46_26_782.jpg,left_2022_04_10_12_46_26_782.jpg,right_2022_04_10_12_46_26_782.jpg,0.0,30.07265
1729,center_2022_04_10_12_46_26_852.jpg,left_2022_04_10_12_46_26_852.jpg,right_2022_04_10_12_46_26_852.jpg,0.05,30.08267
1730,center_2022_04_10_12_46_26_921.jpg,left_2022_04_10_12_46_26_921.jpg,right_2022_04_10_12_46_26_921.jpg,0.25,30.11601
1731,center_2022_04_10_12_46_26_988.jpg,left_2022_04_10_12_46_26_988.jpg,right_2022_04_10_12_46_26_988.jpg,0.4,30.06953
1732,center_2022_04_10_12_46_27_054.jpg,left_2022_04_10_12_46_27_054.jpg,right_2022_04_10_12_46_27_054.jpg,0.5500001,30.09713
1733,center_2022_04_10_12_46_27_122.jpg,left_2022_04_10_12_46_27_122.jpg,right_2022_04_10_12_46_27_122.jpg,0.7500002,30.08171
1734,center_2022_04_10_12_46_27_191.jpg,left_2022_04_10_12_46_27_191.jpg,right_2022_04_10_12_46_27_191.jpg,0.9000002,30.00853
1735,center_2022_04_10_12_46_27_262.jpg,left_2022_04_10_12_46_27_262.jpg,right_2022_04_10_12_46_27_262.jpg,1.0,30.08282
1736,center_2022_04_10_12_46_27_329.jpg,left_2022_04_10_12_46_27_329.jpg,right_2022_04_10_12_46_27_329.jpg,0.0,30.16918
1737,center_2022_04_10_12_46_27_397.jpg,left_2022_04_10_12_46_27_397.jpg,right_2022_04_10_12_46_27_397.jpg,0.0,30.08931
1738,center_2022_04_10_12_46_27_468.jpg,left_2022_04_10_12_46_27_468.jpg,right_2022_04_10_12_46_27_468.jpg,0.0,30.22169
1739,center_2022_04_10_12_46_27_535.jpg,left_2022_04_10_12_46_27_535.jpg,right_2022_04_10_12_46_27_535.jpg,0.15,30.16864
1740,center_2022_04_10_12_46_27_605.jpg,left_2022_04_10_12_46_27_605.jpg,right_2022_04_10_12_46_27_605.jpg,0.35,30.13262
1741,center_2022_04_10_12_46_27_677.jpg,left_2022_04_10_12_46_27_677.jpg,right_2022_04_10_12_46_27_677.jpg,0.5500001,30.20969
1742,center_2022_04_10_12_46_27_746.jpg,left_2022_04_10_12_46_27_746.jpg,right_2022_04_10_12_46_27_746.jpg,0.7,30.10245
1743,center_2022_04_10_12_46_27_817.jpg,left_2022_04_10_12_46_27_817.jpg,right_2022_04_10_12_46_27_817.jpg,0.0,30.20659
1744,center_2022_04_10_12_46_27_887.jpg,left_2022_04_10_12_46_27_887.jpg,right_2022_04_10_12_46_27_887.jpg,0.0,30.10875
1745,center_2022_04_10_12_46_27_955.jpg,left_2022_04_10_12_46_27_955.jpg,right_2022_04_10_12_46_27_955.jpg,0.15,30.48197
1746,center_2022_04_10_12_46_28_026.jpg,left_2022_04_10_12_46_28_026.jpg,right_2022_04_10_12_46_28_026.jpg,0.35,30.09505
1747,center_2022_04_10_12_46_28_093.jpg,left_2022_04_10_12_46_28_093.jpg,right_2022_04_10_12_46_28_093.jpg,0.5000001,30.05049
1748,center_2022_04_10_12_46_28_164.jpg,left_2022_04_10_12_46_28_164.jpg,right_2022_04_10_12_46_28_164.jpg,0.7,29.87889
1749,center_2022_04_10_12_46_28_232.jpg,left_2022_04_10_12_46_28_232.jpg,right_2022_04_10_12_46_28_232.jpg,0.8500001,29.97536
1750,center_2022_04_10_12_46_28_303.jpg,left_2022_04_10_12_46_28_303.jpg,right_2022_04_10_12_46_28_303.jpg,1.0,29.98616
1751,center_2022_04_10_12_46_28_375.jpg,left_2022_04_10_12_46_28_375.jpg,right_2022_04_10_12_46_28_375.jpg,1.0,29.67484
1752,center_2022_04_10_12_46_28_443.jpg,left_2022_04_10_12_46_28_443.jpg,right_2022_04_10_12_46_28_443.jpg,1.0,29.93864
1753,center_2022_04_10_12_46_28_513.jpg,left_2022_04_10_12_46_28_513.jpg,right_2022_04_10_12_46_28_513.jpg,0.0,30.10463
1754,center_2022_04_10_12_46_28_585.jpg,left_2022_04_10_12_46_28_585.jpg,right_2022_04_10_12_46_28_585.jpg,0.0,29.99237
1755,center_2022_04_10_12_46_28_653.jpg,left_2022_04_10_12_46_28_653.jpg,right_2022_04_10_12_46_28_653.jpg,0.0,30.08217
1756,center_2022_04_10_12_46_28_724.jpg,left_2022_04_10_12_46_28_724.jpg,right_2022_04_10_12_46_28_724.jpg,0.0,30.24594
1757,center_2022_04_10_12_46_28_794.jpg,left_2022_04_10_12_46_28_794.jpg,right_2022_04_10_12_46_28_794.jpg,0.0,30.09884
1758,center_2022_04_10_12_46_28_865.jpg,left_2022_04_10_12_46_28_865.jpg,right_2022_04_10_12_46_28_865.jpg,-0.1,30.09926
1759,center_2022_04_10_12_46_28_936.jpg,left_2022_04_10_12_46_28_936.jpg,right_2022_04_10_12_46_28_936.jpg,-0.25,30.07492
1760,center_2022_04_10_12_46_29_006.jpg,left_2022_04_10_12_46_29_006.jpg,right_2022_04_10_12_46_29_006.jpg,0.0,29.99922
1761,center_2022_04_10_12_46_29_078.jpg,left_2022_04_10_12_46_29_078.jpg,right_2022_04_10_12_46_29_078.jpg,0.0,30.12024
1762,center_2022_04_10_12_46_29_149.jpg,left_2022_04_10_12_46_29_149.jpg,right_2022_04_10_12_46_29_149.jpg,0.05,30.03121
1763,center_2022_04_10_12_46_29_223.jpg,left_2022_04_10_12_46_29_223.jpg,right_2022_04_10_12_46_29_223.jpg,0.25,30.10009
1764,center_2022_04_10_12_46_29_290.jpg,left_2022_04_10_12_46_29_290.jpg,right_2022_04_10_12_46_29_290.jpg,0.4,30.09482
1765,center_2022_04_10_12_46_29_363.jpg,left_2022_04_10_12_46_29_363.jpg,right_2022_04_10_12_46_29_363.jpg,0.6000001,29.95028
1766,center_2022_04_10_12_46_29_432.jpg,left_2022_04_10_12_46_29_432.jpg,right_2022_04_10_12_46_29_432.jpg,0.7500002,30.06684
1767,center_2022_04_10_12_46_29_500.jpg,left_2022_04_10_12_46_29_500.jpg,right_2022_04_10_12_46_29_500.jpg,0.9500002,29.95241
1768,center_2022_04_10_12_46_29_569.jpg,left_2022_04_10_12_46_29_569.jpg,right_2022_04_10_12_46_29_569.jpg,1.0,30.10385
1769,center_2022_04_10_12_46_29_638.jpg,left_2022_04_10_12_46_29_638.jpg,right_2022_04_10_12_46_29_638.jpg,0.0,30.12959
1770,center_2022_04_10_12_46_29_708.jpg,left_2022_04_10_12_46_29_708.jpg,right_2022_04_10_12_46_29_708.jpg,0.0,30.10439
1771,center_2022_04_10_12_46_29_779.jpg,left_2022_04_10_12_46_29_779.jpg,right_2022_04_10_12_46_29_779.jpg,0.0,30.27138
1772,center_2022_04_10_12_46_29_846.jpg,left_2022_04_10_12_46_29_846.jpg,right_2022_04_10_12_46_29_846.jpg,-0.15,30.11731
1773,center_2022_04_10_12_46_29_919.jpg,left_2022_04_10_12_46_29_919.jpg,right_2022_04_10_12_46_29_919.jpg,-0.35,30.20639
1774,center_2022_04_10_12_46_29_986.jpg,left_2022_04_10_12_46_29_986.jpg,right_2022_04_10_12_46_29_986.jpg,-0.5000001,30.19833
1775,center_2022_04_10_12_46_30_058.jpg,left_2022_04_10_12_46_30_058.jpg,right_2022_04_10_12_46_30_058.jpg,0.0,30.05845
1776,center_2022_04_10_12_46_30_125.jpg,left_2022_04_10_12_46_30_125.jpg,right_2022_04_10_12_46_30_125.jpg,0.0,30.07194
1777,center_2022_04_10_12_46_30_193.jpg,left_2022_04_10_12_46_30_193.jpg,right_2022_04_10_12_46_30_193.jpg,0.0,30.39598
1778,center_2022_04_10_12_46_30_261.jpg,left_2022_04_10_12_46_30_261.jpg,right_2022_04_10_12_46_30_261.jpg,0.0,30.18697
1779,center_2022_04_10_12_46_30_327.jpg,left_2022_04_10_12_46_30_327.jpg,right_2022_04_10_12_46_30_327.jpg,0.1,30.18561
1780,center_2022_04_10_12_46_30_394.jpg,left_2022_04_10_12_46_30_394.jpg,right_2022_04_10_12_46_30_394.jpg,0.25,30.17304
1781,center_2022_04_10_12_46_30_464.jpg,left_2022_04_10_12_46_30_464.jpg,right_2022_04_10_12_46_30_464.jpg,0.45,30.15025
1782,center_2022_04_10_12_46_30_537.jpg,left_2022_04_10_12_46_30_537.jpg,right_2022_04_10_12_46_30_537.jpg,0.6500001,30.12648
1783,center_2022_04_10_12_46_30_610.jpg,left_2022_04_10_12_46_30_610.jpg,right_2022_04_10_12_46_30_610.jpg,0.8000001,30.10969
1784,center_2022_04_10_12_46_30_682.jpg,left_2022_04_10_12_46_30_682.jpg,right_2022_04_10_12_46_30_682.jpg,1.0,30.09073
1785,center_2022_04_10_12_46_30_752.jpg,left_2022_04_10_12_46_30_752.jpg,right_2022_04_10_12_46_30_752.jpg,1.0,30.09863
1786,center_2022_04_10_12_46_30_821.jpg,left_2022_04_10_12_46_30_821.jpg,right_2022_04_10_12_46_30_821.jpg,1.0,30.12148
1787,center_2022_04_10_12_46_30_888.jpg,left_2022_04_10_12_46_30_888.jpg,right_2022_04_10_12_46_30_888.jpg,1.0,30.13461
1788,center_2022_04_10_12_46_30_956.jpg,left_2022_04_10_12_46_30_956.jpg,right_2022_04_10_12_46_30_956.jpg,0.0,30.19383
1789,center_2022_04_10_12_46_31_024.jpg,left_2022_04_10_12_46_31_024.jpg,right_2022_04_10_12_46_31_024.jpg,0.0,30.15877
1790,center_2022_04_10_12_46_31_094.jpg,left_2022_04_10_12_46_31_094.jpg,right_2022_04_10_12_46_31_094.jpg,0.0,30.17794
1791,center_2022_04_10_12_46_31_163.jpg,left_2022_04_10_12_46_31_163.jpg,right_2022_04_10_12_46_31_163.jpg,0.0,30.18617
1792,center_2022_04_10_12_46_31_233.jpg,left_2022_04_10_12_46_31_233.jpg,right_2022_04_10_12_46_31_233.jpg,0.15,30.19202
1793,center_2022_04_10_12_46_31_304.jpg,left_2022_04_10_12_46_31_304.jpg,right_2022_04_10_12_46_31_304.jpg,0.35,30.17355
1794,center_2022_04_10_12_46_31_371.jpg,left_2022_04_10_12_46_31_371.jpg,right_2022_04_10_12_46_31_371.jpg,0.5000001,30.15251
1795,center_2022_04_10_12_46_31_439.jpg,left_2022_04_10_12_46_31_439.jpg,right_2022_04_10_12_46_31_439.jpg,0.7,30.12557
1796,center_2022_04_10_12_46_31_507.jpg,left_2022_04_10_12_46_31_507.jpg,right_2022_04_10_12_46_31_507.jpg,0.7500002,30.12977
1797,center_2022_04_10_12_46_31_573.jpg,left_2022_04_10_12_46_31_573.jpg,right_2022_04_10_12_46_31_573.jpg,0.6000001,30.1795
1798,center_2022_04_10_12_46_31_641.jpg,left_2022_04_10_12_46_31_641.jpg,right_2022_04_10_12_46_31_641.jpg,0.4,30.20018
1799,center_2022_04_10_12_46_31_709.jpg,left_2022_04_10_12_46_31_709.jpg,right_2022_04_10_12_46_31_709.jpg,0.25,30.20004
1800,center_2022_04_10_12_46_31_776.jpg,left_2022_04_10_12_46_31_776.jpg,right_2022_04_10_12_46_31_776.jpg,0.05000001,30.18917
1801,center_2022_04_10_12_46_31_845.jpg,left_2022_04_10_12_46_31_845.jpg,right_2022_04_10_12_46_31_845.jpg,-0.09999999,30.17723
1802,center_2022_04_10_12_46_31_915.jpg,left_2022_04_10_12_46_31_915.jpg,right_2022_04_10_12_46_31_915.jpg,-0.25,30.16323
1803,center_2022_04_10_12_46_31_985.jpg,left_2022_04_10_12_46_31_985.jpg,right_2022_04_10_12_46_31_985.jpg,-0.45,30.143
1804,center_2022_04_10_12_46_32_052.jpg,left_2022_04_10_12_46_32_052.jpg,right_2022_04_10_12_46_32_052.jpg,-0.6,30.127
