center image,left image,right image,steering angle,throttle,brake,speed
center_2020_04_22_15_44_32_517.jpg,left_2020_04_22_15_44_32_517.jpg,right_2020_04_22_15_44_32_517.jpg,0.2891235,1,0,30.18001
center_2020_04_22_15_44_32_614.jpg,left_2020_04_22_15_44_32_614.jpg,right_2020_04_22_15_44_32_614.jpg,0,1,0,30.18881
center_2020_04_22_15_44_32_713.jpg,left_2020_04_22_15_44_32_713.jpg,right_2020_04_22_15_44_32_713.jpg,0,1,0,30.19004
center_2020_04_22_15_44_32_819.jpg,left_2020_04_22_15_44_32_819.jpg,right_2020_04_22_15_44_32_819.jpg,0,1,0,30.19028
center_2020_04_22_15_44_32_908.jpg,left_2020_04_22_15_44_32_908.jpg,right_2020_04_22_15_44_32_908.jpg,0,1,0,30.19026
center_2020_04_22_15_44_33_003.jpg,left_2020_04_22_15_44_33_003.jpg,right_2020_04_22_15_44_33_003.jpg,0,1,0,30.19028
center_2020_04_22_15_44_33_104.jpg,left_2020_04_22_15_44_33_104.jpg,right_2020_04_22_15_44_33_104.jpg,0,1,0,30.19032
center_2020_04_22_15_44_33_207.jpg,left_2020_04_22_15_44_33_207.jpg,right_2020_04_22_15_44_33_207.jpg,0,1,0,30.19035
center_2020_04_22_15_44_33_308.jpg,left_2020_04_22_15_44_33_308.jpg,right_2020_04_22_15_44_33_308.jpg,0,1,0,30.19029
center_2020_04_22_15_44_33_402.jpg,left_2020_04_22_15_44_33_402.jpg,right_2020_04_22_15_44_33_402.jpg,0,1,0,30.19031
center_2020_04_22_15_44_33_495.jpg,left_2020_04_22_15_44_33_495.jpg,right_2020_04_22_15_44_33_495.jpg,0,1,0,30.19029
center_2020_04_22_15_44_33_593.jpg,left_2020_04_22_15_44_33_593.jpg,right_2020_04_22_15_44_33_593.jpg,0,1,0,30.19032
center_2020_04_22_15_44_33_688.jpg,left_2020_04_22_15_44_33_688.jpg,right_2020_04_22_15_44_33_688.jpg,0,1,0,30.1903
center_2020_04_22_15_44_33_802.jpg,left_2020_04_22_15_44_33_802.jpg,right_2020_04_22_15_44_33_802.jpg,0,1,0,30.19036
center_2020_04_22_15_44_33_921.jpg,left_2020_04_22_15_44_33_921.jpg,right_2020_04_22_15_44_33_921.jpg,0,1,0,30.19029
center_2020_04_22_15_44_34_028.jpg,left_2020_04_22_15_44_34_028.jpg,right_2020_04_22_15_44_34_028.jpg,0,1,0,30.1903
center_2020_04_22_15_44_34_150.jpg,left_2020_04_22_15_44_34_150.jpg,right_2020_04_22_15_44_34_150.jpg,0,1,0,30.19029
center_2020_04_22_15_44_34_223.jpg,left_2020_04_22_15_44_34_223.jpg,right_2020_04_22_15_44_34_223.jpg,0,1,0,30.19029
center_2020_04_22_15_44_34_324.jpg,left_2020_04_22_15_44_34_324.jpg,right_2020_04_22_15_44_34_324.jpg,0,1,0,30.19028
center_2020_04_22_15_44_34_423.jpg,left_2020_04_22_15_44_34_423.jpg,right_2020_04_22_15_44_34_423.jpg,-0.15,1,0,30.18423
center_2020_04_22_15_44_34_522.jpg,left_2020_04_22_15_44_34_522.jpg,right_2020_04_22_15_44_34_522.jpg,-0.4,1,0,30.15753
center_2020_04_22_15_44_34_623.jpg,left_2020_04_22_15_44_34_623.jpg,right_2020_04_22_15_44_34_623.jpg,-0.1446375,1,0,30.19086
center_2020_04_22_15_44_34_725.jpg,left_2020_04_22_15_44_34_725.jpg,right_2020_04_22_15_44_34_725.jpg,0,1,0,30.18954
center_2020_04_22_15_44_34_854.jpg,left_2020_04_22_15_44_34_854.jpg,right_2020_04_22_15_44_34_854.jpg,0,1,0,30.19026
center_2020_04_22_15_44_34_927.jpg,left_2020_04_22_15_44_34_927.jpg,right_2020_04_22_15_44_34_927.jpg,0,1,0,30.19031
center_2020_04_22_15_44_35_010.jpg,left_2020_04_22_15_44_35_010.jpg,right_2020_04_22_15_44_35_010.jpg,0,1,0,30.19029
center_2020_04_22_15_44_35_078.jpg,left_2020_04_22_15_44_35_078.jpg,right_2020_04_22_15_44_35_078.jpg,0,1,0,30.19031
center_2020_04_22_15_44_35_188.jpg,left_2020_04_22_15_44_35_188.jpg,right_2020_04_22_15_44_35_188.jpg,0,1,0,30.19027
center_2020_04_22_15_44_35_272.jpg,left_2020_04_22_15_44_35_272.jpg,right_2020_04_22_15_44_35_272.jpg,0,1,0,30.19028
center_2020_04_22_15_44_35_370.jpg,left_2020_04_22_15_44_35_370.jpg,right_2020_04_22_15_44_35_370.jpg,0.25,1,0,30.17479
center_2020_04_22_15_44_35_471.jpg,left_2020_04_22_15_44_35_471.jpg,right_2020_04_22_15_44_35_471.jpg,0.3140328,1,0,30.18049
center_2020_04_22_15_44_35_571.jpg,left_2020_04_22_15_44_35_571.jpg,right_2020_04_22_15_44_35_571.jpg,0.01298249,1,0,30.18688
center_2020_04_22_15_44_35_668.jpg,left_2020_04_22_15_44_35_668.jpg,right_2020_04_22_15_44_35_668.jpg,0,1,0,30.18988
center_2020_04_22_15_44_35_770.jpg,left_2020_04_22_15_44_35_770.jpg,right_2020_04_22_15_44_35_770.jpg,0,1,0,30.19027
center_2020_04_22_15_44_35_865.jpg,left_2020_04_22_15_44_35_865.jpg,right_2020_04_22_15_44_35_865.jpg,-0.25,1,0,30.17336
center_2020_04_22_15_44_35_965.jpg,left_2020_04_22_15_44_35_965.jpg,right_2020_04_22_15_44_35_965.jpg,-0.2748699,1,0,30.18453
center_2020_04_22_15_44_36_064.jpg,left_2020_04_22_15_44_36_064.jpg,right_2020_04_22_15_44_36_064.jpg,0,1,0,30.18626
center_2020_04_22_15_44_36_159.jpg,left_2020_04_22_15_44_36_159.jpg,right_2020_04_22_15_44_36_159.jpg,0,1,0,30.18983
center_2020_04_22_15_44_36_255.jpg,left_2020_04_22_15_44_36_255.jpg,right_2020_04_22_15_44_36_255.jpg,0,1,0,30.18997
center_2020_04_22_15_44_36_350.jpg,left_2020_04_22_15_44_36_350.jpg,right_2020_04_22_15_44_36_350.jpg,0,1,0,30.18965
center_2020_04_22_15_44_36_446.jpg,left_2020_04_22_15_44_36_446.jpg,right_2020_04_22_15_44_36_446.jpg,0,1,0,30.19009
center_2020_04_22_15_44_36_540.jpg,left_2020_04_22_15_44_36_540.jpg,right_2020_04_22_15_44_36_540.jpg,0,1,0,30.19005
center_2020_04_22_15_44_36_635.jpg,left_2020_04_22_15_44_36_635.jpg,right_2020_04_22_15_44_36_635.jpg,0,1,0,30.19003
center_2020_04_22_15_44_36_728.jpg,left_2020_04_22_15_44_36_728.jpg,right_2020_04_22_15_44_36_728.jpg,0,1,0,30.19008
center_2020_04_22_15_44_36_824.jpg,left_2020_04_22_15_44_36_824.jpg,right_2020_04_22_15_44_36_824.jpg,0,1,0,30.19018
center_2020_04_22_15_44_36_919.jpg,left_2020_04_22_15_44_36_919.jpg,right_2020_04_22_15_44_36_919.jpg,0,1,0,30.18933
center_2020_04_22_15_44_37_012.jpg,left_2020_04_22_15_44_37_012.jpg,right_2020_04_22_15_44_37_012.jpg,0,1,0,30.19036
center_2020_04_22_15_44_37_135.jpg,left_2020_04_22_15_44_37_135.jpg,right_2020_04_22_15_44_37_135.jpg,0,1,0,30.1902
center_2020_04_22_15_44_37_214.jpg,left_2020_04_22_15_44_37_214.jpg,right_2020_04_22_15_44_37_214.jpg,0,1,0,30.19002
center_2020_04_22_15_44_37_301.jpg,left_2020_04_22_15_44_37_301.jpg,right_2020_04_22_15_44_37_301.jpg,0,1,0,30.19058
center_2020_04_22_15_44_37_400.jpg,left_2020_04_22_15_44_37_400.jpg,right_2020_04_22_15_44_37_400.jpg,0,1,0,30.1904
center_2020_04_22_15_44_37_496.jpg,left_2020_04_22_15_44_37_496.jpg,right_2020_04_22_15_44_37_496.jpg,0,1,0,30.19092
center_2020_04_22_15_44_37_591.jpg,left_2020_04_22_15_44_37_591.jpg,right_2020_04_22_15_44_37_591.jpg,0,1,0,30.1906
center_2020_04_22_15_44_37_688.jpg,left_2020_04_22_15_44_37_688.jpg,right_2020_04_22_15_44_37_688.jpg,0,1,0,30.19057
center_2020_04_22_15_44_37_783.jpg,left_2020_04_22_15_44_37_783.jpg,right_2020_04_22_15_44_37_783.jpg,0,1,0,30.19082
center_2020_04_22_15_44_37_881.jpg,left_2020_04_22_15_44_37_881.jpg,right_2020_04_22_15_44_37_881.jpg,-0.25,1,0,30.1749
center_2020_04_22_15_44_37_976.jpg,left_2020_04_22_15_44_37_976.jpg,right_2020_04_22_15_44_37_976.jpg,-0.5000001,1,0,30.14478
center_2020_04_22_15_44_38_069.jpg,left_2020_04_22_15_44_38_069.jpg,right_2020_04_22_15_44_38_069.jpg,-0.2958648,1,0,30.19075
center_2020_04_22_15_44_38_162.jpg,left_2020_04_22_15_44_38_162.jpg,right_2020_04_22_15_44_38_162.jpg,-0.01665718,1,0,30.18567
center_2020_04_22_15_44_38_270.jpg,left_2020_04_22_15_44_38_270.jpg,right_2020_04_22_15_44_38_270.jpg,-0.15,1,0,30.18894
center_2020_04_22_15_44_38_348.jpg,left_2020_04_22_15_44_38_348.jpg,right_2020_04_22_15_44_38_348.jpg,-0.35,1,0,30.16967
center_2020_04_22_15_44_38_437.jpg,left_2020_04_22_15_44_38_437.jpg,right_2020_04_22_15_44_38_437.jpg,-0.6000001,1,0,30.13785
center_2020_04_22_15_44_38_521.jpg,left_2020_04_22_15_44_38_521.jpg,right_2020_04_22_15_44_38_521.jpg,-0.4335654,1,0,30.18677
center_2020_04_22_15_44_38_608.jpg,left_2020_04_22_15_44_38_608.jpg,right_2020_04_22_15_44_38_608.jpg,-0.17268,1,0,30.19315
center_2020_04_22_15_44_38_700.jpg,left_2020_04_22_15_44_38_700.jpg,right_2020_04_22_15_44_38_700.jpg,-0.1347292,1,0,30.19246
center_2020_04_22_15_44_38_790.jpg,left_2020_04_22_15_44_38_790.jpg,right_2020_04_22_15_44_38_790.jpg,-0.3347292,1,0,30.17665
center_2020_04_22_15_44_38_879.jpg,left_2020_04_22_15_44_38_879.jpg,right_2020_04_22_15_44_38_879.jpg,-0.5847293,1,0,30.14198
center_2020_04_22_15_44_38_968.jpg,left_2020_04_22_15_44_38_968.jpg,right_2020_04_22_15_44_38_968.jpg,-0.7847293,1,0,30.11497
center_2020_04_22_15_44_39_058.jpg,left_2020_04_22_15_44_39_058.jpg,right_2020_04_22_15_44_39_058.jpg,-0.8679592,1,0,30.12643
center_2020_04_22_15_44_39_152.jpg,left_2020_04_22_15_44_39_152.jpg,right_2020_04_22_15_44_39_152.jpg,-0.5857534,1,0,30.19609
center_2020_04_22_15_44_39_249.jpg,left_2020_04_22_15_44_39_249.jpg,right_2020_04_22_15_44_39_249.jpg,-0.2954122,1,0,30.19705
center_2020_04_22_15_44_39_358.jpg,left_2020_04_22_15_44_39_358.jpg,right_2020_04_22_15_44_39_358.jpg,0,1,0,30.18613
center_2020_04_22_15_44_39_452.jpg,left_2020_04_22_15_44_39_452.jpg,right_2020_04_22_15_44_39_452.jpg,0,1,0,30.18991
center_2020_04_22_15_44_39_564.jpg,left_2020_04_22_15_44_39_564.jpg,right_2020_04_22_15_44_39_564.jpg,0,1,0,30.18983
center_2020_04_22_15_44_39_665.jpg,left_2020_04_22_15_44_39_665.jpg,right_2020_04_22_15_44_39_665.jpg,0,1,0,30.19072
center_2020_04_22_15_44_39_769.jpg,left_2020_04_22_15_44_39_769.jpg,right_2020_04_22_15_44_39_769.jpg,0,1,0,30.19014
center_2020_04_22_15_44_39_875.jpg,left_2020_04_22_15_44_39_875.jpg,right_2020_04_22_15_44_39_875.jpg,0,1,0,30.19079
center_2020_04_22_15_44_39_980.jpg,left_2020_04_22_15_44_39_980.jpg,right_2020_04_22_15_44_39_980.jpg,0,1,0,30.19034
center_2020_04_22_15_44_40_075.jpg,left_2020_04_22_15_44_40_075.jpg,right_2020_04_22_15_44_40_075.jpg,-0.15,1,0,30.18492
center_2020_04_22_15_44_40_181.jpg,left_2020_04_22_15_44_40_181.jpg,right_2020_04_22_15_44_40_181.jpg,-0.4,1,0,30.15712
center_2020_04_22_15_44_40_282.jpg,left_2020_04_22_15_44_40_282.jpg,right_2020_04_22_15_44_40_282.jpg,-0.4660605,1,0,30.16598
center_2020_04_22_15_44_40_415.jpg,left_2020_04_22_15_44_40_415.jpg,right_2020_04_22_15_44_40_415.jpg,-0.06837754,1,0,30.19108
center_2020_04_22_15_44_40_483.jpg,left_2020_04_22_15_44_40_483.jpg,right_2020_04_22_15_44_40_483.jpg,0,1,0,30.18877
center_2020_04_22_15_44_40_581.jpg,left_2020_04_22_15_44_40_581.jpg,right_2020_04_22_15_44_40_581.jpg,0,1,0,30.19033
center_2020_04_22_15_44_40_690.jpg,left_2020_04_22_15_44_40_690.jpg,right_2020_04_22_15_44_40_690.jpg,-0.1,1,0,30.18847
center_2020_04_22_15_44_40_791.jpg,left_2020_04_22_15_44_40_791.jpg,right_2020_04_22_15_44_40_791.jpg,-0.1475601,1,0,30.18969
center_2020_04_22_15_44_40_895.jpg,left_2020_04_22_15_44_40_895.jpg,right_2020_04_22_15_44_40_895.jpg,0,1,0,30.19025
center_2020_04_22_15_44_40_997.jpg,left_2020_04_22_15_44_40_997.jpg,right_2020_04_22_15_44_40_997.jpg,0,1,0,30.19085
center_2020_04_22_15_44_41_101.jpg,left_2020_04_22_15_44_41_101.jpg,right_2020_04_22_15_44_41_101.jpg,0,1,0,30.19046
center_2020_04_22_15_44_41_207.jpg,left_2020_04_22_15_44_41_207.jpg,right_2020_04_22_15_44_41_207.jpg,0,1,0,30.19045
center_2020_04_22_15_44_41_303.jpg,left_2020_04_22_15_44_41_303.jpg,right_2020_04_22_15_44_41_303.jpg,0,1,0,30.19056
center_2020_04_22_15_44_41_423.jpg,left_2020_04_22_15_44_41_423.jpg,right_2020_04_22_15_44_41_423.jpg,0,1,0,30.1906
center_2020_04_22_15_44_41_518.jpg,left_2020_04_22_15_44_41_518.jpg,right_2020_04_22_15_44_41_518.jpg,-0.25,1,0,30.17486
center_2020_04_22_15_44_41_628.jpg,left_2020_04_22_15_44_41_628.jpg,right_2020_04_22_15_44_41_628.jpg,-0.2750025,1,0,30.18116
center_2020_04_22_15_44_41_734.jpg,left_2020_04_22_15_44_41_734.jpg,right_2020_04_22_15_44_41_734.jpg,0,1,0,30.18934
center_2020_04_22_15_44_41_846.jpg,left_2020_04_22_15_44_41_846.jpg,right_2020_04_22_15_44_41_846.jpg,0,1,0,30.1903
center_2020_04_22_15_44_41_925.jpg,left_2020_04_22_15_44_41_925.jpg,right_2020_04_22_15_44_41_925.jpg,0,1,0,30.19034
center_2020_04_22_15_44_42_020.jpg,left_2020_04_22_15_44_42_020.jpg,right_2020_04_22_15_44_42_020.jpg,0,1,0,30.1902
center_2020_04_22_15_44_42_134.jpg,left_2020_04_22_15_44_42_134.jpg,right_2020_04_22_15_44_42_134.jpg,0,1,0,30.19039
center_2020_04_22_15_44_42_247.jpg,left_2020_04_22_15_44_42_247.jpg,right_2020_04_22_15_44_42_247.jpg,0,1,0,30.19031
center_2020_04_22_15_44_42_362.jpg,left_2020_04_22_15_44_42_362.jpg,right_2020_04_22_15_44_42_362.jpg,0,1,0,30.19033
center_2020_04_22_15_44_42_483.jpg,left_2020_04_22_15_44_42_483.jpg,right_2020_04_22_15_44_42_483.jpg,0,1,0,30.19036
center_2020_04_22_15_44_42_594.jpg,left_2020_04_22_15_44_42_594.jpg,right_2020_04_22_15_44_42_594.jpg,0,1,0,30.19033
center_2020_04_22_15_44_42_700.jpg,left_2020_04_22_15_44_42_700.jpg,right_2020_04_22_15_44_42_700.jpg,0,1,0,30.19038
center_2020_04_22_15_44_42_814.jpg,left_2020_04_22_15_44_42_814.jpg,right_2020_04_22_15_44_42_814.jpg,0,1,0,30.19034
center_2020_04_22_15_44_42_925.jpg,left_2020_04_22_15_44_42_925.jpg,right_2020_04_22_15_44_42_925.jpg,0,1,0,30.19036
center_2020_04_22_15_44_43_041.jpg,left_2020_04_22_15_44_43_041.jpg,right_2020_04_22_15_44_43_041.jpg,0,1,0,30.19032
center_2020_04_22_15_44_43_156.jpg,left_2020_04_22_15_44_43_156.jpg,right_2020_04_22_15_44_43_156.jpg,0,1,0,30.19034
center_2020_04_22_15_44_43_279.jpg,left_2020_04_22_15_44_43_279.jpg,right_2020_04_22_15_44_43_279.jpg,0,1,0,30.19029
center_2020_04_22_15_44_43_389.jpg,left_2020_04_22_15_44_43_389.jpg,right_2020_04_22_15_44_43_389.jpg,0,1,0,30.1903
center_2020_04_22_15_44_43_474.jpg,left_2020_04_22_15_44_43_474.jpg,right_2020_04_22_15_44_43_474.jpg,0,1,0,30.19031
center_2020_04_22_15_44_43_582.jpg,left_2020_04_22_15_44_43_582.jpg,right_2020_04_22_15_44_43_582.jpg,0,1,0,30.19015
center_2020_04_22_15_44_43_695.jpg,left_2020_04_22_15_44_43_695.jpg,right_2020_04_22_15_44_43_695.jpg,0.2,1,0,30.18019
center_2020_04_22_15_44_43_828.jpg,left_2020_04_22_15_44_43_828.jpg,right_2020_04_22_15_44_43_828.jpg,0,1,0,30.19017
center_2020_04_22_15_44_43_958.jpg,left_2020_04_22_15_44_43_958.jpg,right_2020_04_22_15_44_43_958.jpg,0,1,0,30.19031
center_2020_04_22_15_44_44_026.jpg,left_2020_04_22_15_44_44_026.jpg,right_2020_04_22_15_44_44_026.jpg,0,1,0,30.19031
center_2020_04_22_15_44_44_162.jpg,left_2020_04_22_15_44_44_162.jpg,right_2020_04_22_15_44_44_162.jpg,0,1,0,30.19021
center_2020_04_22_15_44_44_231.jpg,left_2020_04_22_15_44_44_231.jpg,right_2020_04_22_15_44_44_231.jpg,0,1,0,30.19027
center_2020_04_22_15_44_44_302.jpg,left_2020_04_22_15_44_44_302.jpg,right_2020_04_22_15_44_44_302.jpg,0,1,0,30.19047
center_2020_04_22_15_44_44_372.jpg,left_2020_04_22_15_44_44_372.jpg,right_2020_04_22_15_44_44_372.jpg,0,1,0,30.19018
center_2020_04_22_15_44_44_441.jpg,left_2020_04_22_15_44_44_441.jpg,right_2020_04_22_15_44_44_441.jpg,0,1,0,30.19025
center_2020_04_22_15_44_44_513.jpg,left_2020_04_22_15_44_44_513.jpg,right_2020_04_22_15_44_44_513.jpg,0,1,0,30.19029
center_2020_04_22_15_44_44_590.jpg,left_2020_04_22_15_44_44_590.jpg,right_2020_04_22_15_44_44_590.jpg,0,1,0,30.19026
center_2020_04_22_15_44_44_657.jpg,left_2020_04_22_15_44_44_657.jpg,right_2020_04_22_15_44_44_657.jpg,0,1,0,30.1901
center_2020_04_22_15_44_44_784.jpg,left_2020_04_22_15_44_44_784.jpg,right_2020_04_22_15_44_44_784.jpg,0,1,0,30.19019
center_2020_04_22_15_44_44_854.jpg,left_2020_04_22_15_44_44_854.jpg,right_2020_04_22_15_44_44_854.jpg,0,1,0,30.19
center_2020_04_22_15_44_44_927.jpg,left_2020_04_22_15_44_44_927.jpg,right_2020_04_22_15_44_44_927.jpg,0,1,0,30.19011
center_2020_04_22_15_44_45_054.jpg,left_2020_04_22_15_44_45_054.jpg,right_2020_04_22_15_44_45_054.jpg,0,1,0,30.19016
center_2020_04_22_15_44_45_127.jpg,left_2020_04_22_15_44_45_127.jpg,right_2020_04_22_15_44_45_127.jpg,0,1,0,30.19024
center_2020_04_22_15_44_45_253.jpg,left_2020_04_22_15_44_45_253.jpg,right_2020_04_22_15_44_45_253.jpg,0,1,0,30.19007
center_2020_04_22_15_44_45_384.jpg,left_2020_04_22_15_44_45_384.jpg,right_2020_04_22_15_44_45_384.jpg,0.15,1,0,30.18407
center_2020_04_22_15_44_45_512.jpg,left_2020_04_22_15_44_45_512.jpg,right_2020_04_22_15_44_45_512.jpg,0.45,1,0,30.15195
center_2020_04_22_15_44_45_648.jpg,left_2020_04_22_15_44_45_648.jpg,right_2020_04_22_15_44_45_648.jpg,0.1700253,1,0,30.19201
center_2020_04_22_15_44_45_719.jpg,left_2020_04_22_15_44_45_719.jpg,right_2020_04_22_15_44_45_719.jpg,0,1,0,30.18774
center_2020_04_22_15_44_45_829.jpg,left_2020_04_22_15_44_45_829.jpg,right_2020_04_22_15_44_45_829.jpg,0,1,0,30.19077
center_2020_04_22_15_44_45_961.jpg,left_2020_04_22_15_44_45_961.jpg,right_2020_04_22_15_44_45_961.jpg,0,1,0,30.19053
center_2020_04_22_15_44_46_095.jpg,left_2020_04_22_15_44_46_095.jpg,right_2020_04_22_15_44_46_095.jpg,0,1,0,30.19005
center_2020_04_22_15_44_46_164.jpg,left_2020_04_22_15_44_46_164.jpg,right_2020_04_22_15_44_46_164.jpg,0,1,0,30.19043
center_2020_04_22_15_44_46_235.jpg,left_2020_04_22_15_44_46_235.jpg,right_2020_04_22_15_44_46_235.jpg,0,1,0,30.19078
center_2020_04_22_15_44_46_301.jpg,left_2020_04_22_15_44_46_301.jpg,right_2020_04_22_15_44_46_301.jpg,0,1,0,30.19043
center_2020_04_22_15_44_46_371.jpg,left_2020_04_22_15_44_46_371.jpg,right_2020_04_22_15_44_46_371.jpg,0,1,0,30.19025
center_2020_04_22_15_44_46_444.jpg,left_2020_04_22_15_44_46_444.jpg,right_2020_04_22_15_44_46_444.jpg,0.2,1,0,30.18004
center_2020_04_22_15_44_46_516.jpg,left_2020_04_22_15_44_46_516.jpg,right_2020_04_22_15_44_46_516.jpg,0.006628513,1,0,30.19044
center_2020_04_22_15_44_46_655.jpg,left_2020_04_22_15_44_46_655.jpg,right_2020_04_22_15_44_46_655.jpg,0,1,0,30.19021
center_2020_04_22_15_44_46_733.jpg,left_2020_04_22_15_44_46_733.jpg,right_2020_04_22_15_44_46_733.jpg,0,1,0,30.19024
center_2020_04_22_15_44_46_801.jpg,left_2020_04_22_15_44_46_801.jpg,right_2020_04_22_15_44_46_801.jpg,0,1,0,30.19031
center_2020_04_22_15_44_46_876.jpg,left_2020_04_22_15_44_46_876.jpg,right_2020_04_22_15_44_46_876.jpg,0,1,0,30.19031
center_2020_04_22_15_44_46_948.jpg,left_2020_04_22_15_44_46_948.jpg,right_2020_04_22_15_44_46_948.jpg,0,1,0,30.19037
center_2020_04_22_15_44_47_018.jpg,left_2020_04_22_15_44_47_018.jpg,right_2020_04_22_15_44_47_018.jpg,0,1,0,30.19024
center_2020_04_22_15_44_47_090.jpg,left_2020_04_22_15_44_47_090.jpg,right_2020_04_22_15_44_47_090.jpg,0,1,0,30.18971
center_2020_04_22_15_44_47_162.jpg,left_2020_04_22_15_44_47_162.jpg,right_2020_04_22_15_44_47_162.jpg,0.2,1,0,30.17972
center_2020_04_22_15_44_47_231.jpg,left_2020_04_22_15_44_47_231.jpg,right_2020_04_22_15_44_47_231.jpg,0.35,1,0,30.16338
center_2020_04_22_15_44_47_363.jpg,left_2020_04_22_15_44_47_363.jpg,right_2020_04_22_15_44_47_363.jpg,0.4196256,1,0,30.17574
center_2020_04_22_15_44_47_496.jpg,left_2020_04_22_15_44_47_496.jpg,right_2020_04_22_15_44_47_496.jpg,0.02231011,1,0,30.18939
center_2020_04_22_15_44_47_615.jpg,left_2020_04_22_15_44_47_615.jpg,right_2020_04_22_15_44_47_615.jpg,0.2,1,0,30.18565
center_2020_04_22_15_44_47_742.jpg,left_2020_04_22_15_44_47_742.jpg,right_2020_04_22_15_44_47_742.jpg,0.5000001,1,0,30.15004
center_2020_04_22_15_44_47_851.jpg,left_2020_04_22_15_44_47_851.jpg,right_2020_04_22_15_44_47_851.jpg,0.5318247,1,0,30.16518
center_2020_04_22_15_44_47_971.jpg,left_2020_04_22_15_44_47_971.jpg,right_2020_04_22_15_44_47_971.jpg,0.1736262,1,0,30.19338
center_2020_04_22_15_44_48_090.jpg,left_2020_04_22_15_44_48_090.jpg,right_2020_04_22_15_44_48_090.jpg,0,1,0,30.18886
center_2020_04_22_15_44_48_207.jpg,left_2020_04_22_15_44_48_207.jpg,right_2020_04_22_15_44_48_207.jpg,0,1,0,30.19024
center_2020_04_22_15_44_48_328.jpg,left_2020_04_22_15_44_48_328.jpg,right_2020_04_22_15_44_48_328.jpg,0.15,1,0,30.18523
center_2020_04_22_15_44_48_446.jpg,left_2020_04_22_15_44_48_446.jpg,right_2020_04_22_15_44_48_446.jpg,0,1,0,30.19027
center_2020_04_22_15_44_48_513.jpg,left_2020_04_22_15_44_48_513.jpg,right_2020_04_22_15_44_48_513.jpg,0,1,0,30.19029
center_2020_04_22_15_44_48_623.jpg,left_2020_04_22_15_44_48_623.jpg,right_2020_04_22_15_44_48_623.jpg,0,1,0,30.19031
center_2020_04_22_15_44_48_751.jpg,left_2020_04_22_15_44_48_751.jpg,right_2020_04_22_15_44_48_751.jpg,0.15,1,0,30.18428
center_2020_04_22_15_44_48_865.jpg,left_2020_04_22_15_44_48_865.jpg,right_2020_04_22_15_44_48_865.jpg,0.45,1,0,30.15147
center_2020_04_22_15_44_48_986.jpg,left_2020_04_22_15_44_48_986.jpg,right_2020_04_22_15_44_48_986.jpg,0.7500002,1,0,30.11435
center_2020_04_22_15_44_49_112.jpg,left_2020_04_22_15_44_49_112.jpg,right_2020_04_22_15_44_49_112.jpg,0.530421,1,0,30.18561
center_2020_04_22_15_44_49_230.jpg,left_2020_04_22_15_44_49_230.jpg,right_2020_04_22_15_44_49_230.jpg,0.1769595,1,0,30.19651
center_2020_04_22_15_44_49_355.jpg,left_2020_04_22_15_44_49_355.jpg,right_2020_04_22_15_44_49_355.jpg,0.2,1,0,30.1896
center_2020_04_22_15_44_49_472.jpg,left_2020_04_22_15_44_49_472.jpg,right_2020_04_22_15_44_49_472.jpg,0.2194701,1,0,30.19182
center_2020_04_22_15_44_49_596.jpg,left_2020_04_22_15_44_49_596.jpg,right_2020_04_22_15_44_49_596.jpg,0,1,0,30.19052
center_2020_04_22_15_44_49_668.jpg,left_2020_04_22_15_44_49_668.jpg,right_2020_04_22_15_44_49_668.jpg,0,1,0,30.19178
center_2020_04_22_15_44_49_763.jpg,left_2020_04_22_15_44_49_763.jpg,right_2020_04_22_15_44_49_763.jpg,0,1,0,30.19013
center_2020_04_22_15_44_49_882.jpg,left_2020_04_22_15_44_49_882.jpg,right_2020_04_22_15_44_49_882.jpg,0,1,0,30.19061
center_2020_04_22_15_44_49_994.jpg,left_2020_04_22_15_44_49_994.jpg,right_2020_04_22_15_44_49_994.jpg,0.15,1,0,30.18411
center_2020_04_22_15_44_50_109.jpg,left_2020_04_22_15_44_50_109.jpg,right_2020_04_22_15_44_50_109.jpg,0.4,1,0,30.15725
center_2020_04_22_15_44_50_223.jpg,left_2020_04_22_15_44_50_223.jpg,right_2020_04_22_15_44_50_223.jpg,0.5122767,1,0,30.16166
center_2020_04_22_15_44_50_338.jpg,left_2020_04_22_15_44_50_338.jpg,right_2020_04_22_15_44_50_338.jpg,0.1679859,1,0,30.194
center_2020_04_22_15_44_50_454.jpg,left_2020_04_22_15_44_50_454.jpg,right_2020_04_22_15_44_50_454.jpg,0,1,0,30.18921
center_2020_04_22_15_44_50_568.jpg,left_2020_04_22_15_44_50_568.jpg,right_2020_04_22_15_44_50_568.jpg,0,1,0,30.19025
center_2020_04_22_15_44_50_699.jpg,left_2020_04_22_15_44_50_699.jpg,right_2020_04_22_15_44_50_699.jpg,0,1,0,30.19003
center_2020_04_22_15_44_50_786.jpg,left_2020_04_22_15_44_50_786.jpg,right_2020_04_22_15_44_50_786.jpg,0,1,0,30.1903
center_2020_04_22_15_44_50_905.jpg,left_2020_04_22_15_44_50_905.jpg,right_2020_04_22_15_44_50_905.jpg,0.15,1,0,30.18447
center_2020_04_22_15_44_51_001.jpg,left_2020_04_22_15_44_51_001.jpg,right_2020_04_22_15_44_51_001.jpg,0.1564182,1,0,30.18729
